0.8,4
0.8,7
0.8,10
0.8,14.2
0.8,18
0.8,21.4
0.8,25
0.8,28.6
0.8,30
0.8,35.8
0.8,37
0.8,39.4
0.8,41
0.8,43
0.8,44
0.8,46.6
8.8,0.8
17.2,3.4
8.8,4
17.2,7
8.8,7.6
17.2,10.6
8.8,11.2
17.2,14.2
8.8,14.8
17.2,17.8
8.8,18.4
17.2,21.4
8.8,22
17.2,25
8.8,25.6
17.2,28.6
8.8,29.2
17.2,32.2
8.8,32.8
17.2,35.8
8.8,36.4
17.2,39.4
8.8,40
17.2,50.2
7,10.6
7,18
7,25.2
7,32.4
7,39.6
7,43.2
7,46.8
