0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
151.21,43.426,43.426,43.426,43.426,43.426,111.97,898.08,898.08,111.97,75.06,75.06,75.06,75.06,75.06,20.016,20.016,137.01,85.688,137.01,85.688,126.42,85.688,126.42,67.749,126.42,67.749,126.42,67.749,126.42,67.749,206.41,107.89,206.41,107.89,206.41,107.89,64.968,107.89,64.968,19.991,460.92,460.92,898.08,898.08,490.3,490.3,490.3
154.81,32.169,32.169,32.169,63.164,63.164,124.31,1091.7,1091.7,88.316,88.316,88.316,72.357,72.357,39.446,39.446,39.446,234.1,92.825,145.69,92.825,145.69,68.002,145.69,68.002,145.69,68.002,145.69,68.002,145.69,68.002,145.69,108.13,145.69,108.13,145.69,108.13,145.69,108.13,145.69,19.992,234.1,646.52,646.52,646.52,498.26,498.26,498.26
158.41,42.88,42.88,42.88,42.88,42.88,96.294,1115.5,1115.5,96.294,82.549,82.549,82.549,82.549,52.494,52.494,20.007,142.64,90.765,142.64,90.765,131.57,85.413,131.57,85.413,131.57,85.413,131.57,85.413,131.57,85.413,143.17,85.413,131.57,85.413,143.17,67.094,143.17,67.094,143.17,67.094,423.5,423.5,698.12,698.12,457.73,457.73,457.73
162.01,30.073,30.073,30.073,62.242,62.242,62.242,882.11,882.11,98.974,76.271,76.271,81.104,81.104,81.104,20.002,20.002,121,95.598,121,95.598,121,88.974,121,88.974,121,88.974,121,88.974,121,88.974,156.98,88.974,161.27,88.974,161.27,88.974,156.98,51.594,156.98,51.594,440.82,440.82,882.11,882.11,432,432,432
165.61,30.239,30.239,30.239,73.036,73.036,73.036,1052.2,1052.2,85.071,85.071,85.071,53.263,53.263,53.263,53.263,53.263,132.41,61.887,132.41,98.327,132.41,98.327,132.41,64.93,132.41,64.93,132.41,64.93,132.41,106.98,167.01,106.98,132.41,106.98,167.01,106.21,167.01,106.21,167.01,19.992,665.09,665.09,665.09,665.09,497.86,497.86,497.86
169.21,58.548,58.548,58.548,58.548,58.548,58.548,1147.8,1147.8,64.82,64.82,64.82,64.82,64.82,64.82,64.82,64.82,134.53,95.968,134.53,95.968,134.53,64.189,134.53,64.189,148.17,64.189,148.17,64.189,148.17,109.91,222.7,109.91,222.7,104.94,222.7,104.94,65.295,104.94,65.295,19.992,489.16,489.16,765.78,765.78,485.36,485.36,485.36
172.8,50.14,50.14,50.14,50.14,50.14,50.14,1068,1068,64.961,64.961,64.961,64.961,64.961,64.961,64.961,64.961,137.16,63.107,137.16,128.27,137.16,62.196,137.16,62.196,137.16,66.326,137.16,66.326,137.16,92.009,152.58,129.59,137.16,129.59,152.58,104.58,152.58,104.58,152.58,19.993,624.65,624.65,624.65,624.65,432.93,432.93,432.93
176.41,19.991,36.57,36.57,72.36,72.36,72.36,1106.7,1106.7,82.203,82.203,82.203,82.203,82.203,82.203,20.005,20.005,166.89,78.835,166.89,78.835,126.48,78.835,126.48,78.835,126.48,78.835,234.14,78.835,126.48,78.835,234.14,94.002,126.48,94.002,92.857,94.002,92.857,94.002,92.857,94.002,468.25,468.25,774.26,774.26,492.85,492.85,492.85
180,19.981,19.981,70.536,70.536,70.536,70.536,1175.3,1175.3,70.536,70.536,56.008,56.008,56.008,56.008,56.008,56.008,138.55,97.715,138.55,97.715,138.55,66.694,138.55,66.694,138.55,66.694,138.55,66.694,138.55,114.36,262.3,114.36,262.3,103.33,102.32,103.33,102.32,103.33,102.32,19.993,502.09,502.09,810.63,810.63,478.85,478.85,478.85
183.61,19.981,19.981,70.352,70.352,70.352,70.352,1042.2,1042.2,70.352,76.452,76.452,76.452,76.452,76.452,20.022,20.022,133.18,99.49,133.18,99.49,133.18,66.656,133.18,66.656,133.18,66.656,133.18,66.656,232.25,114.1,232.25,114.1,114.84,114.1,114.84,100.15,114.84,100.15,114.84,19.993,560.63,560.63,560.63,530.47,530.47,530.47,530.47
