0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
180,19.986,19.976,54.637,64.39,57.521,74.104,1227.398,1123.218,82.811,90.931,85.669,60.613,70.874,78.544,19.982,20.054,95.7,61.875,190.515,133.056,101.429,67.152,140.713,62.026,115.37,68.939,168.019,68.726,157.424,93.905,357.197,134.888,165.565,101.606,180.271,116.469,107.026,91.805,19.991,19.993,394.619,609.57,853.903,767.362,558.867,470.69,406.986
183.61,19.986,19.976,51.071,64.54,63.69,75.863,1024.008,1060.393,96.597,77.042,78.74,65.118,81.166,80.19,19.985,20.059,93.943,65.843,191.831,132.913,104.627,67.612,130.985,59.987,113.495,69.069,162.591,70.025,156.005,91.537,305.38,137.92,163.028,113.661,168.499,115.819,108.774,84.611,19.991,19.993,392.026,534.276,755.592,734.578,553.468,458.789,375.056
187.21,19.987,19.979,52.69,64.918,67.749,88.813,1138.751,1022.491,92.994,95.569,77.584,66.013,79.127,76.652,19.991,20.062,94.279,65.678,204.643,131.164,101.581,67.879,133.932,61.68,110.709,71.708,159.151,70.088,135.019,95.682,331.593,128.265,151.422,112.684,172.78,124.074,110.76,82.963,19.991,19.993,374.677,548.71,703.416,770.26,571.83,486.455,408.97
190.8,19.986,19.978,55.156,69.439,68.515,92.687,1169.15,1150.574,85.933,79.375,71.884,70.597,75.372,75.69,20.002,20.065,93.645,68.541,204.296,133.475,99.799,70.114,130.802,61.769,114.244,70.4,157.92,71.361,143.092,96.089,321.918,133.398,169.679,108.201,182.163,116.217,111.444,87.67,19.991,19.993,375.393,513.657,716.202,749.118,562.541,473.175,402.685
194.41,19.985,19.979,53.938,59.562,59.833,59.425,1164.926,1106.006,78.261,77.014,75.879,66.372,80.704,88.124,20.006,20.053,95.691,68.231,179.986,130.953,100.02,68.259,124.122,62.627,108.699,72.472,154.888,69.803,128.818,87.141,332.922,140.245,158.357,119.776,173.781,120.984,117.116,85.445,19.991,19.993,349.918,517.01,700.826,759.558,555.351,466.116,386.663
198,19.984,19.979,56.122,64.164,57.577,43.944,1161.081,1088.35,91.557,79.73,75.716,74.307,81.246,88.796,20.015,20.05,95.832,67.616,215.287,135.887,99.81,68.991,134.147,63.674,111.021,71.69,153.809,69.177,131.255,90.866,289.187,139.408,159.07,117.572,171.631,119.067,122.084,81.045,19.991,19.993,364.852,494.928,625.981,754.909,562.65,477.284,409.368
201.6,19.982,19.977,55.799,54.224,63.602,55.526,1180.487,1068.94,130.024,97.668,76.288,67.998,85.24,82.581,20.029,20.047,93.41,67.282,180.519,133.265,96.266,68.975,123.821,62.701,109.905,73.356,146.435,68.524,124.706,92.892,318.814,154.75,157.669,111.645,165.922,116.957,115.201,90.625,19.991,19.993,346.847,512.634,757.649,773.897,562.071,472.587,398.239
205.21,19.981,19.978,52.151,50.169,58.31,60.944,1141.563,1134.281,109.107,76.796,72.732,65.449,83.668,85.023,20.037,20.03,92.488,68.744,230.489,133.278,95.462,68.76,137.969,63.9,107.312,71.915,158.817,69.103,156.426,87.732,402.218,130.159,155.436,116.836,174.832,115.728,118.212,91.377,19.991,19.992,394.248,564.023,849.547,773.782,577.393,490.778,400.879
208.81,19.979,19.98,56.285,59.521,62.57,67.221,1172.104,1036.274,94.637,90.23,79.634,64.233,82.492,85.534,20.027,20.01,92.896,67.896,187.894,132.385,95.692,70.038,123.337,62.149,110.195,68.64,157.61,68.801,139.375,85.728,337.085,153.025,158.957,113.987,168.177,119.601,120.529,87.815,19.991,19.99,361.383,533.809,789.147,777.933,550.94,461.478,381.718
212.4,19.98,19.978,55.272,59.099,61.145,67.722,1112.297,1036.673,87.195,77.451,75.792,76.81,82.703,84.067,20.025,20.005,97.329,66.387,231.266,133.69,102.255,68.306,130.611,62.066,112.36,68.797,159.348,68.246,141.093,93.901,315.593,142.482,153.817,111.091,174.386,124.204,119.926,91.816,19.991,19.99,380.948,533.164,698.297,786.123,584.809,489.243,417.06
216.01,19.981,19.977,56.22,64.398,61.702,62.941,1158.79,1147.781,92.006,85.961,80.831,65.604,85.359,85.547,20.034,20.001,93.657,66.93,210.238,130.866,99.209,67.037,135.077,63.596,111,69.748,158.009,71.04,131.509,84.507,310.791,141.95,167.999,112.857,166.685,115.908,116.129,88.359,19.991,19.99,379.86,557.381,858.457,754.289,570.327,484.219,422.597
219.6,19.983,19.976,55.303,66.483,66.393,56.539,1124.301,1080.308,80.642,75.903,83.165,72.585,87.544,84.638,20.021,20.022,95.913,69.679,194.148,128.765,101.289,68.098,133.696,61.881,110.821,70.73,163.672,67.093,140.643,88.687,304.426,137.555,161.383,117.487,170.828,122.126,117.637,89.318,19.992,19.99,380.885,576.423,810.15,761.389,561.372,474.428,388.983
223.2,19.987,19.986,51.728,61.592,63.288,75.12,1107.008,1168.464,79.678,80.693,73.128,62.003,89.53,84.765,20.01,20.016,96.796,68.531,232.179,133.878,100.733,67.433,136.236,62.361,110.603,73.076,155.904,70.391,147.698,90.199,301.893,134.356,156.759,112.366,176.515,124.659,118.255,85.976,19.992,19.99,391.79,550.346,695.778,786.059,583.394,488.694,418.547
226.81,19.999,19.987,53.065,61.111,63.656,57.177,1210.442,1122.036,80.399,78.835,79.929,68.259,91.446,87.4,20.002,20.024,96.084,71.823,202.779,139.575,104.571,69.347,126.117,62.738,115.775,73.544,159.322,71.532,132.381,93.895,324.3,133.437,167.678,114.991,166.295,115.775,120.094,88.807,19.992,19.99,364.762,533.157,784.713,760.191,560.055,468.737,405.087
230.41,20.009,19.982,54.466,64.183,64.484,56.214,1151.338,1098.242,77.971,82.88,79.582,69.714,85.716,90.389,19.993,20.044,96.908,70.83,200.845,136.306,103.273,71.046,124.147,61.96,110.571,72.108,157.727,68.816,139.971,89.977,285.853,134.536,153.017,116.569,161.2,114.04,118.916,90.07,19.992,19.99,360.759,527.277,848.187,760.149,534.199,451.812,383.421
234.01,20.011,19.998,51.58,65.639,59.011,77.97,1050.582,1031.934,80.29,76.713,74.465,67.83,75.073,81.948,19.997,20.06,96.073,69.293,199.909,132.9,100.279,70.55,132.72,64.245,112.73,72.655,159.393,72.008,140.496,90.519,309.957,132.502,148.248,114.758,161.658,122.208,114.675,84.376,19.992,19.99,371.807,567.466,849.21,783.874,551.511,464.241,391.166
237.6,20.004,20.024,54.422,60.623,64.845,68.051,1114.715,1125.124,83.624,82.693,69.368,64.032,74.716,79.164,19.997,20.066,96.225,70.001,210.856,135.209,104.073,72.004,137.623,63.548,114.237,71.097,168.147,71.038,153.323,91.587,325.596,132.623,157.681,107.278,176.514,115.619,109.024,88.704,19.992,19.99,405.258,595.977,764.838,803.842,607.053,500.492,420.214
241.21,20.006,20.027,50.534,65.242,60.925,145.723,1138.376,1143.658,91.147,85.204,72.662,77.255,81.469,81.494,19.99,20.025,94.688,69.965,199.817,131.1,104.958,68.693,134.941,63.833,115.888,70.296,163.231,69.305,143.786,91.05,316.936,144.01,166.272,107.454,176.083,115.988,113.497,88.333,19.992,19.99,379.691,528.172,773.691,765.713,567.786,483.442,421.829
244.8,20.009,20.031,53.958,64.431,58.83,69.258,1059.627,1086.847,81.763,95.109,75.375,70.076,79.369,79.414,19.996,20.025,93.89,69.115,206.713,131.763,104.037,70.034,136.593,60.568,114.1,70.621,158.755,69.507,151.09,94.165,325.007,139.332,165.681,113.585,182.593,118.084,121.65,84.641,19.992,19.99,391.118,596.985,807.495,796.599,594.771,492.833,410.654
248.4,19.997,20.038,53.644,61.288,58.141,116.549,1159.714,1129.7,89.286,95.188,83.135,74.072,88.196,83.538,19.993,20.045,98.307,69.28,220.969,139.183,102.737,68.708,130.919,63.296,115.417,70.57,161.829,71.216,146.843,88.003,329.987,143.319,188.307,114.35,194.535,117.516,118.577,89.576,19.992,19.99,393.73,550.221,837.374,766.926,574.637,490.59,428.331
252,19.999,19.997,54.579,68.257,59.348,106.436,1110.166,1148.403,87.189,81.584,81.445,67.673,90.164,88.302,19.991,20.055,96.219,70.352,193.36,138.81,104.278,70.112,126.094,64.11,111.196,72.12,164.347,71.283,139.211,96.97,298.847,141.84,162.733,120.222,168.64,126.053,119.868,90.879,19.992,19.99,372.344,565.595,838.369,771.257,561.329,472.39,399.974
