1,2,3,4,10,0
1,2,3,8,10,0
1,2,7,8,10,0
1,2,7,8,12,14
1,2,7,12,14,0
1,2,7,9,11,0
1,2,7,9,13,16
1,2,7,13,16,0
1,2,5,6,11,0
